char_ngram,language,count
zr,pl,31534
zs,pl,25826
zt,pl,40670
zu,pl,45699
zv,pl,264
zw,pl,60993
zx,pl,47
zy,pl,259580
zz,pl,15042
aa,nn,8020
ab,nn,16844
ac,nn,11388
ad,nn,35660
ae,nn,13513
af,nn,16737
ag,nn,35997
ah,nn,5609
ai,nn,14834
aj,nn,830
ak,nn,36119
al,nn,103192
am,nn,70604
an,nn,139224
ao,nn,7287
ap,nn,34404
aq,nn,323
ar,nn,189046
as,nn,86918
at,nn,85796
au,nn,28663
av,nn,53352
aw,nn,1709
ax,nn,841
ay,nn,4625
az,nn,1089
ba,nn,20089
bb,nn,2043
bc,nn,506
bd,nn,624
be,nn,23570
bf,nn,427
bg,nn,247
bh,nn,281
bi,nn,23870
bj,nn,2510
bk,nn,429
bl,nn,15376
bm,nn,522
bn,nn,179
bo,nn,17972
bp,nn,415
bq,nn,14
br,nn,37217
bs,nn,1374
bt,nn,462
bu,nn,7181
bv,nn,127
bw,nn,152
bx,nn,37
by,nn,5796
bz,nn,150
ca,nn,9330
cb,nn,243
cc,nn,1427
cd,nn,2570
ce,nn,7321
cf,nn,708
cg,nn,216
ch,nn,8132
ci,nn,8422
cj,nn,96
ck,nn,4915
cl,nn,2109
cm,nn,904
cn,nn,575
co,nn,12958
cp,nn,943
cq,nn,143
cr,nn,3242
cs,nn,1016
ct,nn,7965
cu,nn,2619
cv,nn,158
cw,nn,55
cx,nn,105
cy,nn,378
cz,nn,58
da,nn,52128
db,nn,4329
dc,nn,1584
dd,nn,11901
de,nn,148978
df,nn,8487
dg,nn,2085
dh,nn,2385
di,nn,59371
dj,nn,1035
dk,nn,4823
dl,nn,8715
dm,nn,6690
dn,nn,3260
do,nn,18819
dp,nn,3861
dq,nn,68
dr,nn,30232
ds,nn,20892
dt,nn,10842
du,nn,36508
dv,nn,6541
dw,nn,465
dx,nn,378
dy,nn,1351
dz,nn,125
ea,nn,16932
eb,nn,16794
ec,nn,8919
ed,nn,60065
ee,nn,20328
ef,nn,37015
eg,nn,41685
eh,nn,13514
ei,nn,128833
ej,nn,642
ek,nn,54005
el,nn,134414
em,nn,39547
en,nn,220962
eo,nn,20514
ep,nn,24497
eq,nn,492
er,nn,296766
es,nn,83215
et,nn,180807
eu,nn,7248
ev,nn,27970
ew,nn,3384
ex,nn,4929
ey,nn,2444
ez,nn,757
fa,nn,23554
fb,nn,354
fc,nn,281
fd,nn,868
fe,nn,24375
ff,nn,5719
fg,nn,352
fh,nn,131
fi,nn,51734
fj,nn,5364
fk,nn,293
fl,nn,15957
fm,nn,655
fn,nn,250
fo,nn,72437
fp,nn,398
fq,nn,10
fr,nn,38953
fs,nn,1153
ft,nn,10718
fu,nn,7862
fv,nn,220
fw,nn,78
fx,nn,36
fy,nn,2472
fz,nn,2
ga,nn,65731
gb,nn,4600
gc,nn,1679
gd,nn,8512
ge,nn,70243
gf,nn,8156
gg,nn,24001
gh,nn,3287
gi,nn,15424
gj,nn,24476
gk,nn,3702
gl,nn,9562
gm,nn,10111
gn,nn,11208
go,nn,11086
gp,nn,5566
gq,nn,90
gr,nn,42225
gs,nn,27616
gt,nn,18143
gu,nn,6671
gv,nn,8083
gw,nn,479
gx,nn,233
gy,nn,6516
gz,nn,323
ha,nn,35074
hb,nn,255
hc,nn,668
hd,nn,462
he,nn,25784
hf,nn,407
hg,nn,5414
hh,nn,172
hi,nn,7257
hj,nn,4471
hk,nn,381
hl,nn,497
hm,nn,1142
hn,nn,646
ho,nn,9975
hp,nn,607
hq,nn,58
hr,nn,806
hs,nn,914
ht,nn,3260
hu,nn,2005
hv,nn,776
hw,nn,221
hx,nn,6
hy,nn,1471
hz,nn,120
ia,nn,23513
ib,nn,8672
ic,nn,9856
id,nn,34549
ie,nn,19544
if,nn,17816
ig,nn,32042
ih,nn,2052
ii,nn,2617
ij,nn,459
ik,nn,88294
il,nn,165618
im,nn,21117
in,nn,230331
io,nn,16577
ip,nn,10749
iq,nn,315
ir,nn,17313
is,nn,79689
it,nn,54796
iu,nn,2910
iv,nn,29551
iw,nn,321
ix,nn,1032
iy,nn,374
iz,nn,1907
ja,nn,16295
jb,nn,107
jc,nn,42
jd,nn,329
je,nn,106026
jf,nn,150
jg,nn,308
jh,nn,111
ji,nn,1986
jj,nn,37
jk,nn,363
jl,nn,1675
jm,nn,158
jn,nn,526
jo,nn,20633
jp,nn,625
jq,nn,1
jr,nn,599
js,nn,234
jt,nn,273
ju,nn,3538
jv,nn,198
jw,nn,10
jx,nn,4
jy,nn,83
jz,nn,14
ka,nn,89691
kb,nn,2052
kc,nn,1205
kd,nn,3877
ke,nn,46224
kf,nn,4644
kg,nn,8032
kh,nn,1627
ki,nn,16114
kj,nn,65019
kk,nn,78613
kl,nn,25907
km,nn,3839
kn,nn,14001
ko,nn,52332
kp,nn,4047
kq,nn,85
kr,nn,30941
ks,nn,33570
kt,nn,37845
ku,nn,15173
kv,nn,11237
kw,nn,529
kx,nn,102
ky,nn,6339
kz,nn,35
la,nn,111015
lb,nn,11097
lc,nn,1841
ld,nn,49757
le,nn,163685
lf,nn,14809
lg,nn,11139
lh,nn,5142
li,nn,72213
lj,nn,4761
lk,nn,10969
ll,nn,73771
lm,nn,7883
ln,nn,5635
lo,nn,36922
lp,nn,15560
lq,nn,111
lr,nn,6806
ls,nn,27487
lt,nn,33016
lu,nn,18145
lv,nn,13857
lw,nn,502
lx,nn,364
ly,nn,17309
lz,nn,411
ma,nn,65828
mb,nn,10196
mc,nn,1180
md,nn,9611
me,nn,112291
mf,nn,5238
mg,nn,2610
mh,nn,2719
mi,nn,22613
mj,nn,452
mk,nn,3459
ml,nn,8675
mm,nn,21296
mn,nn,18552
mo,nn,21318
mp,nn,14438
mq,nn,71
mr,nn,6862
ms,nn,18059
mt,nn,9738
mu,nn,6081
mv,nn,6502
mw,nn,148
mx,nn,195
my,nn,1601
mz,nn,56
na,nn,83885
nb,nn,8118
nc,nn,6957
nd,nn,100611
ne,nn,107786
nf,nn,22937
ng,nn,128942
nh,nn,5591
ni,nn,46390
nj,nn,8664
nk,nn,29359
nl,nn,10929
nm,nn,8277
nn,nn,74468
no,nn,32077
np,nn,9871
nq,nn,611
nr,nn,10121
ns,nn,65667
nt,nn,67619
nu,nn,11298
nv,nn,13555
nw,nn,1010
nx,nn,397
ny,nn,19664
nz,nn,373
oa,nn,3372
ob,nn,7360
oc,nn,5387
od,nn,16612
oe,nn,5501
of,nn,7282
og,nn,45601
oh,nn,855
oi,nn,2226
oj,nn,255
ok,nn,22035
ol,nn,22473
om,nn,83146
on,nn,75691
oo,nn,5511
op,nn,61711
oq,nn,61
or,nn,124758
os,nn,18241
ot,nn,18692
ou,nn,8538
ov,nn,15523
ow,nn,4122
ox,nn,1159
oy,nn,663
oz,nn,408
pa,nn,42606
pb,nn,2631
pc,nn,689
pd,nn,7441
pe,nn,51362
pf,nn,6475
pg,nn,8422
ph,nn,3322
pi,nn,15287
pj,nn,154
pk,nn,3189
pl,nn,22428
pm,nn,3436
pn,nn,13831
po,nn,22052
pp,nn,58437
pq,nn,50
pr,nn,34593
ps,nn,19470
pt,nn,12518
pu,nn,8982
pv,nn,2856
pw,nn,612
px,nn,130
py,nn,794
pz,nn,39
qa,nn,309
qb,nn,35
qc,nn,30
qd,nn,28
qe,nn,28
qf,nn,53
qg,nn,11
qh,nn,43
qi,nn,159
qj,nn,2
qk,nn,35
ql,nn,167
qm,nn,19
qn,nn,40
qo,nn,27
qp,nn,37
qq,nn,21
qr,nn,46
qs,nn,238
qt,nn,154
qu,nn,2302
qv,nn,11
qw,nn,19
qx,nn,28
qy,nn,15
ra,nn,107579
rb,nn,16337
rc,nn,4304
rd,nn,54485
re,nn,144126
rf,nn,26110
rg,nn,27136
rh,nn,5843
ri,nn,97238
rj,nn,1307
rk,nn,41731
rl,nn,20883
rm,nn,36506
rn,nn,25493
ro,nn,51294
rp,nn,15402
rq,nn,342
rr,nn,14541
rs,nn,58368
rt,nn,89424
ru,nn,45667
rv,nn,19223
rw,nn,1226
rx,nn,644
ry,nn,15923
rz,nn,275
sa,nn,39887
sb,nn,4676
sc,nn,5479
sd,nn,7157
se,nn,80622
sf,nn,12021
sg,nn,2333
sh,nn,8363
si,nn,42931
sj,nn,26604
sk,nn,86007
sl,nn,31136
sm,nn,8350
sn,nn,9809
so,nn,47531
sp,nn,30152
sq,nn,304
sr,nn,4032
ss,nn,47074
st,nn,173666
su,nn,7957
sv,nn,15357
sw,nn,1169
sx,nn,226
sy,nn,12976
sz,nn,132
ta,nn,139120
tb,nn,11919
tc,nn,3416
td,nn,17578
te,nn,203350
tf,nn,24487
tg,nn,5352
th,nn,15576
ti,nn,144669
tj,nn,4059
tk,nn,11484
tl,nn,13415
tm,nn,15825
tn,nn,13074
to,nn,56340
tp,nn,16147
tq,nn,140
tr,nn,48240
ts,nn,39659
tt,nn,112637
tu,nn,15584
tv,nn,22766
tw,nn,1452
tx,nn,409
ty,nn,25105
tz,nn,294
ua,nn,4130
ub,nn,4673
uc,nn,1367
ud,nn,4972
ue,nn,6687
uf,nn,3582
ug,nn,17361
uh,nn,3533
ui,nn,3459
uj,nn,337
uk,nn,36628
ul,nn,17427
um,nn,15216
un,nn,36017
uo,nn,1111
up,nn,6351
uq,nn,91
ur,nn,17060
us,nn,26254
ut,nn,45135
uu,nn,368
uv,nn,5065
uw,nn,122
ux,nn,646
uy,nn,434
uz,nn,269
va,nn,50262
vb,nn,3873
vc,nn,655
vd,nn,5839
ve,nn,100985
vf,nn,4106
vg,nn,2670
vh,nn,1681
vi,nn,68966
vj,nn,154
vk,nn,1894
vl,nn,3228
vm,nn,2206
vn,nn,2948
vo,nn,5707
vp,nn,2879
vq,nn,34
vr,nn,2727
vs,nn,10358
vt,nn,4904
vu,nn,3822
vv,nn,2251
vw,nn,57
vx,nn,206
vy,nn,98
vz,nn,6
wa,nn,3894
wb,nn,170
wc,nn,131
wd,nn,248
we,nn,2845
wf,nn,200
wg,nn,123
wh,nn,1205
wi,nn,3826
wj,nn,78
wk,nn,141
wl,nn,167
wm,nn,335
wn,nn,953
wo,nn,2234
wp,nn,333
wq,nn,3
wr,nn,567
ws,nn,1163
wt,nn,365
wu,nn,194
wv,nn,34
ww,nn,571
wx,nn,41
wy,nn,168
wz,nn,143
xa,nn,753
xb,nn,332
xc,nn,667
xd,nn,687
xe,nn,651
xf,nn,481
xg,nn,79
xh,nn,155
xi,nn,1137
xj,nn,113
xk,nn,339
xl,nn,558
xm,nn,995
xn,nn,238
xo,nn,366
xp,nn,816
xq,nn,7
xr,nn,228
xs,nn,615
xt,nn,2183
xu,nn,267
xv,nn,280
xw,nn,84
xx,nn,356
xy,nn,291
xz,nn,22
ya,nn,4136
yb,nn,1024
yc,nn,750
yd,nn,5277
ye,nn,8347
yf,nn,1334
yg,nn,3892
yh,nn,586
yi,nn,6732
yj,nn,123
yk,nn,7914
yl,nn,9776
ym,nn,4773
yn,nn,8823
yo,nn,1837
yp,nn,11683
yq,nn,19
yr,nn,10769
ys,nn,12421
yt,nn,18988
yu,nn,589
yv,nn,2354
yw,nn,238
yx,nn,56
yy,nn,244
yz,nn,158
za,nn,1274
zb,nn,96
zc,nn,85
zd,nn,107
ze,nn,2071
zf,nn,32
zg,nn,33
zh,nn,247
zi,nn,1175
zj,nn,12
zk,nn,42
zl,nn,56
zm,nn,114
zn,nn,80
zo,nn,1157
zp,nn,25
zr,nn,90
zs,nn,84
zt,nn,80
zu,nn,227
zv,nn,21
zw,nn,65
zx,nn,2
zy,nn,57
zz,nn,151
aa,hy,5
ab,hy,49
ac,hy,146
ad,hy,62
af,hy,12
ag,hy,48
ah,hy,10
ai,hy,54
aj,hy,4
ak,hy,5
al,hy,151
am,hy,781
an,hy,280
ap,hy,23
ar,hy,400
as,hy,34
at,hy,191
au,hy,24
av,hy,6
ax,hy,1
ay,hy,105
az,hy,8
ba,hy,29
bb,hy,1
bc,hy,2
bd,hy,1
be,hy,77
bg,hy,1
bi,hy,8
bj,hy,4
bl,hy,159
bm,hy,4
bn,hy,2
bo,hy,52
bp,hy,1
br,hy,6
bs,hy,1
bt,hy,3
bu,hy,62
by,hy,26
ca,hy,83
cc,hy,7
cd,hy,2
ce,hy,50
cf,hy,1
ch,hy,240
ci,hy,14
ck,hy,189
cl,hy,10
cm,hy,54
cn,hy,8
co,hy,369
cp,hy,3
cr,hy,21
cs,hy,1
ct,hy,360
cu,hy,37
cw,hy,14
cx,hy,1
cy,hy,2
da,hy,147
db,hy,9
dc,hy,14
dd,hy,30
de,hy,248
df,hy,3
dg,hy,1
dh,hy,2
di,hy,170
dk,hy,25
dl,hy,2
dm,hy,7
dn,hy,12
do,hy,38
dp,hy,2
dr,hy,12
ds,hy,15
dt,hy,11
du,hy,12
dv,hy,8
dw,hy,1
dy,hy,2
dz,hy,1
ea,hy,53
eb,hy,169
ec,hy,238
ed,hy,63
ee,hy,77
ef,hy,29
eg,hy,36
eh,hy,7
ei,hy,35
ej,hy,1
ek,hy,43
el,hy,268
em,hy,199
en,hy,233
eo,hy,26
ep,hy,113
eq,hy,1
er,hy,231
es,hy,197
et,hy,194
eu,hy,10
ev,hy,45
ew,hy,31
ex,hy,55
ey,hy,53
ez,hy,4
fa,hy,31
fb,hy,1
fc,hy,1
fd,hy,6
fe,hy,6
ff,hy,6
fg,hy,1
fi,hy,32
fj,hy,1
fk,hy,1
fl,hy,3
fm,hy,14
fn,hy,5
fo,hy,57
fp,hy,2
fr,hy,11
fs,hy,3
ft,hy,47
fu,hy,4
fv,hy,1
fy,hy,4
ga,hy,10
gb,hy,1
gc,hy,1
gd,hy,50
ge,hy,74
gf,hy,2
gg,hy,3
gh,hy,4
gi,hy,12
gj,hy,1
gl,hy,10
gm,hy,6
gn,hy,89
go,hy,36
gp,hy,3
gr,hy,11
gs,hy,9
gt,hy,7
gu,hy,10
gw,hy,2
gy,hy,16
ha,hy,218
hb,hy,2
hc,hy,1
hd,hy,6
he,hy,114
hh,hy,1
hi,hy,89
hl,hy,81
hm,hy,1
hn,hy,6
ho,hy,164
hp,hy,19
hr,hy,6
hs,hy,76
ht,hy,21
hu,hy,1
hy,hy,12
ia,hy,159
ib,hy,13
ic,hy,346
id,hy,15
ie,hy,11
if,hy,15
ig,hy,11
ik,hy,3
il,hy,55
im,hy,55
in,hy,303
io,hy,368
ip,hy,25
ir,hy,12
is,hy,103
it,hy,185
iv,hy,88
ix,hy,1
iz,hy,24
ja,hy,5
je,hy,4
jo,hy,6
jp,hy,2
js,hy,6
ju,hy,6
ka,hy,4
kb,hy,2
kc,hy,166
kd,hy,46
ke,hy,80
kg,hy,2
kh,hy,11
ki,hy,2
km,hy,2
kn,hy,153
kp,hy,1
kr,hy,2
ks,hy,4
kt,hy,5
ku,hy,9
kw,hy,2
ky,hy,6
la,hy,114
lb,hy,16
lc,hy,16
ld,hy,9
le,hy,272
lf,hy,2
lg,hy,1
lh,hy,1
li,hy,134
lj,hy,1
lk,hy,2
ll,hy,61
lm,hy,52
ln,hy,9
lo,hy,292
lp,hy,19
lr,hy,7
ls,hy,8
lt,hy,8
lu,hy,15
lw,hy,18
ly,hy,11
ma,hy,72
mb,hy,26
mc,hy,11
md,hy,8
me,hy,928
mf,hy,9
mh,hy,8
mi,hy,44
ml,hy,21
mm,hy,77
mn,hy,14
mo,hy,172
mp,hy,53
mr,hy,1
ms,hy,29
mt,hy,24
mu,hy,3
mv,hy,1
mw,hy,1
my,hy,5
na,hy,958
nb,hy,34
nc,hy,38
nd,hy,143
ne,hy,104
nf,hy,23
ng,hy,192
nh,hy,10
ni,hy,182
nj,hy,1
nk,hy,15
nl,hy,10
nm,hy,68
nn,hy,100
no,hy,51
np,hy,9
nr,hy,8
ns,hy,80
nt,hy,371
nu,hy,52
nv,hy,5
nw,hy,12
nx,hy,1
ny,hy,5
oa,hy,27
ob,hy,14
oc,hy,186
od,hy,181
oe,hy,8
of,hy,87
og,hy,17
oh,hy,4
oi,hy,8
ok,hy,10
ol,hy,37
om,hy,117
on,hy,636
oo,hy,35
op,hy,158
or,hy,287
os,hy,92
ot,hy,29
ou,hy,42
ov,hy,5
ow,hy,35
ox,hy,13
oy,hy,1
oz,hy,1
pa,hy,70
pb,hy,2
pc,hy,5
pd,hy,1
pe,hy,62
pf,hy,2
pg,hy,2
ph,hy,11
pi,hy,72
pl,hy,64
pm,hy,6
pn,hy,8
po,hy,100
pp,hy,21
pr,hy,24
ps,hy,12
pt,hy,98
pu,hy,6
pw,hy,1
py,hy,1
qu,hy,2
ra,hy,70
rb,hy,7
rc,hy,38
rd,hy,64
re,hy,101
rf,hy,2
rg,hy,28
rh,hy,1
ri,hy,122
rj,hy,4
rk,hy,4
rl,hy,16
rm,hy,13
rn,hy,17
ro,hy,63
rp,hy,24
rr,hy,45
rs,hy,242
rt,hy,174
ru,hy,8
rv,hy,5
rw,hy,6
ry,hy,102
sa,hy,42
sb,hy,6
sc,hy,36
sd,hy,8
se,hy,365
sf,hy,7
sg,hy,4
sh,hy,162
si,hy,129
sk,hy,3
sl,hy,42
sm,hy,6
sn,hy,12
so,hy,40
sp,hy,46
sq,hy,1
sr,hy,1
ss,hy,197
st,hy,130
su,hy,11
sv,hy,2
sw,hy,5
sy,hy,18
sz,hy,1
ta,hy,49
tb,hy,15
tc,hy,36
td,hy,28
te,hy,322
tf,hy,7
tg,hy,4
th,hy,335
ti,hy,435
tj,hy,2
tk,hy,12
tl,hy,18
tm,hy,15
tn,hy,86
to,hy,89
tp,hy,20
tr,hy,58
ts,hy,63
tt,hy,54
tu,hy,199
tv,hy,1
tw,hy,7
tx,hy,1
ty,hy,27
tz,hy,1
ua,hy,11
ub,hy,41
uc,hy,4
ud,hy,6
ue,hy,8
uf,hy,2
ug,hy,8
uh,hy,1
ui,hy,3
uk,hy,6
ul,hy,7
um,hy,35
un,hy,223
up,hy,13
ur,hy,38
us,hy,50
ut,hy,55
uu,hy,2
uv,hy,2
va,hy,48
vd,hy,5
ve,hy,115
vf,hy,1
vg,hy,4
vh,hy,7
vi,hy,12
vn,hy,1
vo,hy,17
vt,hy,3
vv,hy,1
wa,hy,21
we,hy,51
wg,hy,1
wh,hy,9
wi,hy,22
wl,hy,1
wn,hy,6
wo,hy,8
ws,hy,4
wt,hy,2
wu,hy,1
wv,hy,1
ww,hy,3
xa,hy,2
xb,hy,1
xc,hy,2
xf,hy,1
xi,hy,3
xk,hy,1
xn,hy,1
xo,hy,1
xp,hy,3
xr,hy,2
xs,hy,5
xt,hy,47
xu,hy,3
xv,hy,2
xy,hy,2
ya,hy,41
yb,hy,26
yc,hy,3
yd,hy,4
ye,hy,4
yf,hy,6
yg,hy,1
yh,hy,1
yi,hy,2
yj,hy,1
yl,hy,34
yn,hy,95
yo,hy,2
yp,hy,12
yr,hy,1
ys,hy,48
yt,hy,24
yu,hy,1
yv,hy,21
yw,hy,3
za,hy,3
ze,hy,25
zh,hy,2
zi,hy,3
zo,hy,8
aa,ga,79697
ab,ga,72251
ac,ga,304933
ad,ga,143832
ae,ga,13541
af,ga,23077
ag,ga,223401
ah,ga,19472
ai,ga,427552
aj,ga,457
ak,ga,2871
al,ga,161498
am,ga,92449
an,ga,336115
ao,ga,110590
ap,ga,12497
aq,ga,162
ar,ga,296558
as,ga,123673
at,ga,102975
au,ga,4836
av,ga,1745
aw,ga,609
ax,ga,331
ay,ga,1441
az,ga,499
ba,ga,53854
bb,ga,495
bc,ga,1761
bd,ga,876
be,ga,23138
bf,ga,506
bg,ga,291
bh,ga,132976
bi,ga,9362
bj,ga,349
bk,ga,50
bl,ga,15107
bm,ga,724
bn,ga,900
bo,ga,6753
bp,ga,3383
bq,ga,7
br,ga,17540
bs,ga,1720
bt,ga,691
bu,ga,14868
bv,ga,73
bw,ga,97
bx,ga,25
by,ga,442
bz,ga,46
ca,ga,64079
cb,ga,950
cc,ga,4409
cd,ga,2605
ce,ga,37337
cf,ga,5836
cg,ga,1087
ch,ga,430820
ci,ga,46021
cj,ga,64
ck,ga,1612
cl,ga,17762
cm,ga,4057
cn,ga,13485
co,ga,93259
cp,ga,606
cq,ga,457
cr,ga,34527
cs,ga,13723
ct,ga,7656
cu,ga,40124
cv,ga,174
cw,ga,59
cx,ga,53
cy,ga,224
cz,ga,73
da,ga,80657
db,ga,5552
dc,ga,7976
dd,ga,13120
de,ga,73575
df,ga,19287
dg,ga,3462
dh,ga,155248
di,ga,62879
dj,ga,192
dk,ga,907
dl,ga,15330
dm,ga,3411
dn,ga,9130
do,ga,39513
dp,ga,1668
dq,ga,66
dr,ga,11064
ds,ga,9831
dt,ga,26158
du,ga,8692
dv,ga,681
dw,ga,174
dx,ga,215
dy,ga,244
dz,ga,58
ea,ga,391264
eb,ga,11947
ec,ga,30650
ed,ga,22401
ee,ga,11259
ef,ga,9980
eg,ga,11187
eh,ga,15004
ei,ga,152503
ej,ga,252
ek,ga,1679
el,ga,21503
em,ga,11206
en,ga,62534
eo,ga,88778
ep,ga,6577
eq,ga,282
er,ga,24253
es,ga,27045
et,ga,16362
eu,ga,9082
ev,ga,2121
ew,ga,1549
ex,ga,2339
ey,ga,979
ez,ga,347
fa,ga,76276
fb,ga,454
fc,ga,743
fd,ga,332
fe,ga,31296
ff,ga,729
fg,ga,1641
fh,ga,34285
fi,ga,29377
fj,ga,16
fk,ga,54
fl,ga,1269
fm,ga,1037
fn,ga,932
fo,ga,30006
fp,ga,139
fq,ga,7
fr,ga,9564
fs,ga,1939
ft,ga,2335
fu,ga,14574
fv,ga,41
fw,ga,44
fx,ga,88
fy,ga,59
fz,ga,4
ga,ga,95999
gb,ga,3789
gc,ga,57710
gd,ga,2810
ge,ga,24095
gf,ga,3552
gg,ga,4947
gh,ga,79366
gi,ga,16535
gj,ga,89
gk,ga,217
gl,ga,11908
gm,ga,7969
gn,ga,23586
go,ga,32499
gp,ga,1315
gq,ga,19
gr,ga,23136
gs,ga,4448
gt,ga,12012
gu,ga,86987
gv,ga,122
gw,ga,138
gx,ga,46
gy,ga,154
gz,ga,85
ha,ga,360837
hb,ga,14588
hc,ga,27122
hd,ga,32062
he,ga,140884
hf,ga,39646
hg,ga,11313
hh,ga,383
hi,ga,114473
hj,ga,163
hk,ga,786
hl,ga,46396
hm,ga,30965
hn,ga,56107
ho,ga,96094
hp,ga,14819
hq,ga,148
hr,ga,63198
hs,ga,40107
ht,ga,126585
hu,ga,82619
hv,ga,343
hw,ga,220
hx,ga,114
hy,ga,235
hz,ga,90
ia,ga,79590
ib,ga,36085
ic,ga,34206
id,ga,170385
ie,ga,3867
if,ga,12468
ig,ga,85330
ih,ga,242
ii,ga,23509
ij,ga,253
ik,ga,714
il,ga,134183
im,ga,83531
in,ga,273677
io,ga,73842
ip,ga,13063
iq,ga,131
ir,ga,285159
is,ga,189365
it,ga,129240
iu,ga,1447
iv,ga,1964
iw,ga,160
ix,ga,490
iy,ga,69
iz,ga,478
ja,ga,1221
jb,ga,24
jc,ga,45
jd,ga,44
je,ga,668
jf,ga,15
jg,ga,11
jh,ga,8
ji,ga,192
jj,ga,14
jk,ga,63
jl,ga,46
jm,ga,38
jn,ga,70
jo,ga,612
jp,ga,166
jq,ga,1
jr,ga,55
js,ga,92
jt,ga,15
ju,ga,907
jv,ga,31
jw,ga,6
jx,ga,1
jy,ga,5
jz,ga,2
ka,ga,1710
kb,ga,357
kc,ga,743
kd,ga,1608
ke,ga,1699
kf,ga,174
kg,ga,5010
kh,ga,315
ki,ga,1235
kj,ga,100
kk,ga,119
kl,ga,378
km,ga,489
kn,ga,531
ko,ga,1387
kp,ga,317
kq,ga,29
kr,ga,538
ks,ga,827
kt,ga,516
ku,ga,419
kv,ga,73
kw,ga,318
kx,ga,38
ky,ga,146
kz,ga,9
la,ga,163239
lb,ga,6378
lc,ga,12939
ld,ga,15442
le,ga,177401
lf,ga,7062
lg,ga,7501
lh,ga,441
li,ga,61527
lj,ga,331
lk,ga,628
ll,ga,49440
lm,ga,9282
ln,ga,21913
lo,ga,17420
lp,ga,5035
lq,ga,108
lr,ga,10462
ls,ga,30044
lt,ga,44372
lu,ga,13452
lv,ga,1164
lw,ga,161
lx,ga,308
ly,ga,3916
lz,ga,147
ma,ga,75023
mb,ga,20372
mc,ga,8725
md,ga,3429
me,ga,47250
mf,ga,1753
mg,ga,1346
mh,ga,197577
mi,ga,44692
mj,ga,50
mk,ga,204
ml,ga,10393
mm,ga,4182
mn,ga,7156
mo,ga,8159
mp,ga,7294
mq,ga,34
mr,ga,11041
ms,ga,12114
mt,ga,3453
mu,ga,4915
mv,ga,62
mw,ga,79
mx,ga,46
my,ga,380
mz,ga,13
na,ga,354150
nb,ga,23201
nc,ga,83414
nd,ga,45322
ne,ga,66198
nf,ga,42835
ng,ga,51249
nh,ga,1358
ni,ga,79062
nj,ga,704
nk,ga,1726
nl,ga,26120
nm,ga,28360
nn,ga,145528
no,ga,42634
np,ga,9699
nq,ga,291
nr,ga,34617
ns,ga,59790
nt,ga,125768
nu,ga,17783
nv,ga,909
nw,ga,568
nx,ga,363
ny,ga,656
nz,ga,361
oa,ga,10811
ob,ga,25495
oc,ga,78379
od,ga,15532
oe,ga,3758
of,ga,7821
og,ga,23828
oh,ga,5224
oi,ga,111440
oj,ga,264
ok,ga,1025
ol,ga,37707
om,ga,131868
on,ga,147845
oo,ga,1854
op,ga,8877
oq,ga,51
or,ga,77722
os,ga,46162
ot,ga,15344
ou,ga,4105
ov,ga,980
ow,ga,1984
ox,ga,976
oy,ga,161
oz,ga,206
pa,ga,36184
pb,ga,311
pc,ga,683
pd,ga,681
pe,ga,12876
pf,ga,674
pg,ga,444
ph,ga,27957
pi,ga,13003
pj,ga,26
pk,ga,204
pl,ga,6420
pm,ga,339
pn,ga,960
po,ga,9595
pp,ga,1018
pq,ga,28
pr,ga,17124
ps,ga,1983
pt,ga,7778
pu,ga,1326
pv,ga,94
pw,ga,288
px,ga,39
py,ga,220
pz,ga,47
qa,ga,76
qb,ga,4
qc,ga,20
qd,ga,29
qe,ga,12
qf,ga,49
qg,ga,9
qh,ga,4
qi,ga,85
qj,ga,2
qk,ga,14
ql,ga,90
qm,ga,36
qn,ga,40
qo,ga,30
qp,ga,32
qq,ga,6
qr,ga,40
qs,ga,181
qt,ga,131
qu,ga,1497
qv,ga,2
qw,ga,24
qx,ga,25
qy,ga,16
ra,ga,194758
rb,ga,29291
rc,ga,41871
rd,ga,34200
re,ga,79980
rf,ga,26428
rg,ga,29712
rh,ga,508
ri,ga,146942
rj,ga,149
rk,ga,1338
rl,ga,74790
rm,ga,23042
rn,ga,37751
ro,ga,51773
rp,ga,25733
rq,ga,183
rr,ga,22712
rs,ga,34807
rt,ga,152812
ru,ga,15389
rv,ga,584
rw,ga,421
rx,ga,176
ry,ga,1261
rz,ga,136
sa,ga,126209
sb,ga,9611
sc,ga,71559
sd,ga,16687
se,ga,71899
sf,ga,13653
sg,ga,13927
sh,ga,22431
si,ga,110215
sj,ga,127
sk,ga,2586
sl,ga,26053
sm,ga,14148
sn,ga,42733
so,ga,26482
sp,ga,19124
sq,ga,204
sr,ga,11801
ss,ga,20875
st,ga,98128
su,ga,10344
sv,ga,885
sw,ga,738
sx,ga,172
sy,ga,663
sz,ga,122
ta,ga,251260
tb,ga,7221
tc,ga,12318
td,ga,12104
te,ga,137589
tf,ga,5910
tg,ga,5873
th,ga,205106
ti,ga,88937
tj,ga,157
tk,ga,341
tl,ga,16122
tm,ga,3994
tn,ga,23826
to,ga,25855
tp,ga,2639
tq,ga,67
tr,ga,49292
ts,ga,20114
tt,ga,15643
tu,ga,14590
tv,ga,516
tw,ga,663
tx,ga,107
ty,ga,4552
tz,ga,143
ua,ga,43938
ub,ga,2421
uc,ga,5854
ud,ga,4860
